,Review_title,Review_text,Ratings
4945,Not recommended at all,Dont buy this laptop.. it stopped working within 15 days.. completely switched off.. not getting turned on..,1
4946,Mind-blowing purchase,Nice laptop . I am writing this after 15 day use. Best at this price,5
4947,Waste of money!,The laptop wont start when received. Flipkart has some misleading claims as now they say that replacement will be done only after Asus technician visits and checks the laptop. So one will end up wasting time and will have to deal with unnecessary haggling for no fault except buying a lemon product from Flipkart. Pathetic fine prints policy.,1
4948,Delightful,Nice,4
4949,Wonderful,Full laptop is very good but slow 🙂,4
4950,Must buy!,Dilevery was two days delay but awesome product,5
4951,Very Good,Ok,4
4952,Don't waste your money,Laptop stopped responding from today (purchase date 29 Dec 2019),1
4953,Wonderful,Best laptop.overall performance is awesome..myst buy,5
4954,Absolute rubbish!,Don't ever buy this product trust me you will suffer later...don't buy this product,1
4955,Terrible product,"One of the worst laptop ever .Review after 25 days of use. Happens daily . Very slow at performance and requires 20 mins just to start up . On start up it nearly takes 15 mins for any application to open . Hangs continuously . Asus customer service support is also bad , they keep us on hold and never returns the call . Made the worst decision ever purchasing this laptop . Have to spend more to add accessories like RAM etc .",1
4956,Awesome,Good laptop,5
4957,Simply awesome,"This laptop in so good and look is very wonderful.
Thanks flipkart",5
4958,Just okay,The laptop is best in very cheap price,3
4959,Must buy!,It was nice product in lower cost,5
4960,Not good,slow,2
4961,Just okay,Best at this price,3
4962,Terrific purchase,"Light weight, much better than expected.
Thank you so much dear flipkart😊🙏
1st day service awsm 👍",5
4963,Nice product,"Quality and Design is Super good,
But the only drawback I found after using it for 2 hours is its battery performance..
Processing is some what lagging when I have started it for first time for setting up and installing some programs.
Finally it is enough for that price range..",4
4964,Does the job,Very Use ful laptop I Am Very Happy,3
4965,Wonderful,Damn good 😍 lovable 😍❤️😘,5
4966,Waste of money!,"Slow ....keebord not work
6math",1
4967,Did not meet expectations,"7 days work okay but post returned policy laptop got hang, stopped working getting load what..kind of product are selling on your portal??worst product don't waste your money .",1
4968,Mind-blowing purchase,it is a good laptop for students but not for gaming It was best expirans for me,5
4969,Useless product,"Absolutely waste of money. Do not buy this laptop. It's so slow that you can literally miss whole class by the time it boots and connects. It cannot perform basic documentation even with minimal needs, you can finish 2 cups of tea by the time it is loading applications. Restarting this is absolutely headache and just keep seeing the circle in front. Sometimes it appears that there is no processor inside. Bought it for kids online class with basic functionality but my 'chintoo' threw on day on...
READ MORE",1
4970,Brilliant,Its so nice,5
4971,Worth the money,Good,4
4972,Best in the market!,Chief &best,5
4973,Does the job,"Performance not good.... display, battery are good and sound awesome 🔥I expect little more performance..offenly it not switch on, lately on...",3
4974,Worth the money,Nice laptop for students. Not for heavy user.Very lite weight laptop and good in performance. Asus give a nice product.,4
4975,Value-for-money,Cooling system is very good. As per price range it laptop is Good. Not for heavy task but Good laptop.,4
4976,Delightful,😍😘😘😘😍Thanks flipkart &asus,4
4977,Absolute rubbish!,Totally disappointed with the product. It was slow right from the first time use. It has started making some noice just after the end of return policy. But the design is really nice and the delivery was made on time.,1
4978,Very poor,"Don't waste money on this product.
Its very slow.
Stop inbetween your work.
Takes long time to open file folders everything.
Even you can't take online classes properly in one go from this device its takes large time for every action.",1
4979,Don't waste your money,"PRODUCT IS NOT UP TO THE MARK AS SHOWN ON THE WEBSITE , FLIPKART SAY REPLACEMENT POLICY BEWARE THEY EVEN DONT PROVIDE THE PRODUCT UPGRADATION POLICY.
VERY SLOW,
SLOW WIFI CONNECTIVITY,
HANGINNG IN SEARCHING FROM THE TASK BAR.
MAKE SURE DONT FALL FOR THE TRAP LAID BY ASUS.",1
4980,Absolute rubbish!,Very very bad products don't buy this product guy's,1
4981,Very poor,After 15 days not working this product,1
4982,Wonderful,Osam product,4
4983,Must buy!,Nice laptop Im happy,5
4984,Excellent,Nice product and fast delivery from Flipkart,5
4985,Good quality product,"Nyc laptop in this price design is awsm❤️
There is a small lag when we browse..",4
4986,Simply awesome,Awsm product means that's too good nd it's processor is also not too slow ..... I m very happy for this I love it 🥰🥰🥰🥰,5
4987,Waste of money!,"Very slow, not up to the mark....",1
4988,Does the job,Average km,3
4989,Perfect product!,Average,5
4990,Worth every penny,Tooo good 🤟❤,5
4991,Waste of money!,Booting problem add 2 3 more thousand on your budget and get good config laptop.,1
4992,Just wow!,very best product,5
4993,Perfect product!,Its very beautiful looking so good and stylishly leptop run is,5
4994,Good quality product,"Good laptop for daily use
but not for gamer
Screen is good also speaker",4
4995,Worthless,"Please don't waste your money on this. It is the worst laptop I have ever used. It takes 5 to 6 min to open simple app like microsoft edge, ms word. Etc. It is too slow can't even rely it for typing",1
4996,Don't waste your money,Full hanged laptop,1
4997,Wonderful,Best laptop,5
4998,Delightful,It is great product in small budget 😊,4
4999,"Look and fill is fine, but speed is very slow","I brought this laptop for my kids online classes, Look and fill is fine, but speed is very slow, my recommendation is don't buy this product.",2
5000,Hated it!,Don't buy it. It taking longer time to switch on. And processing speed is very slow.,1
5001,Waste of money!,Don't even consider this laptop just for cheaper rate. This laptop is a trap in this rate. Just after 3 day use . The laptop now don't even turns on. If by chance it turns on by mistake u can't see anything all blank .,1
5002,Useless product,This is most worst laptop i ever purchased it cost me 24000 and then too battery and charging problem starts as soon as u start using it .bilieveme never bythis product,1
5003,Very poor,"Very bad product
Display problem",1
5004,Nice,"Good for beginners , online classes etc.",3
5005,Wonderful,Good,4
